01.07.2020; 23.45826410137957
02.07.2020; 5.693095088270557
03.07.2020; 39.70344097132727
04.07.2020; 81.27838659365273
05.07.2020; 169.47425025738383
06.07.2020; 178.76244301233552
07.07.2020; 207.17260955084592
08.07.2020; 265.78205976699485
09.07.2020; 373.1069991603304
10.07.2020; 875.6117842476937
11.07.2020; 983.5645978835744
12.07.2020; 792.9420134746897
13.07.2020; 814.2376782816704
14.07.2020; 747.498041805464
15.07.2020; 716.0337126331948
16.07.2020; 706.6355601252367
17.07.2020; 718.0655655599003
18.07.2020; 698.3905833532704
19.07.2020; 608.2777545203378
20.07.2020; 596.6785692275827
21.07.2020; 590.7585332936
22.07.2020; 582.023936206264
23.07.2020; 553.8177957599472
24.07.2020; 521.5883039594346
25.07.2020; 332.6446734063461
26.07.2020; 300.9723665704029
27.07.2020; 192.0388761558072
28.07.2020; 84.77835193853461
29.07.2020; 51.362301293192964
30.07.2020; 28.446463912918666
31.07.2020; 23.184318751601534
01.08.2020; 7.7801168719111615
